Category,Category,FiedID,Phenotype,Path
Physical activity measurement,1009,90087,No-wear time bias adjusted average acceleration,Additional exposures > Physical activity measurement > Acceleration averages
Physical activity measurement,1009,90088,No-wear time bias adjusted acceleration standard deviation,Additional exposures > Physical activity measurement > Acceleration averages
Physical activity measurement,1009,90089,No-wear time bias adjusted acceleration median,Additional exposures > Physical activity measurement > Acceleration averages
Physical activity measurement,1009,90090,No-wear time bias adjusted acceleration minimum,Additional exposures > Physical activity measurement > Acceleration averages
Physical activity measurement,1009,90091,No-wear time bias adjusted acceleration maximum,Additional exposures > Physical activity measurement > Acceleration averages
Physical activity measurement,1010,90092,Fraction acceleration <= 1 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90093,Fraction acceleration <= 2 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90094,Fraction acceleration <= 3 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90095,Fraction acceleration <= 4 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90096,Fraction acceleration <= 5 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90097,Fraction acceleration <= 6 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90098,Fraction acceleration <= 7 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90099,Fraction acceleration <= 8 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90100,Fraction acceleration <= 9 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90101,Fraction acceleration <= 10 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90102,Fraction acceleration <= 11 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90103,Fraction acceleration <= 12 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90104,Fraction acceleration <= 13 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90105,Fraction acceleration <= 14 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90106,Fraction acceleration <= 15 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90107,Fraction acceleration <= 16 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90108,Fraction acceleration <= 17 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90109,Fraction acceleration <= 18 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90110,Fraction acceleration <= 19 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90111,Fraction acceleration <= 20 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90112,Fraction acceleration <= 25 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90113,Fraction acceleration <= 30 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90114,Fraction acceleration <= 35 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90115,Fraction acceleration <= 40 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90116,Fraction acceleration <= 45 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90117,Fraction acceleration <= 50 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90118,Fraction acceleration <= 55 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90119,Fraction acceleration <= 60 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90120,Fraction acceleration <= 65 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90121,Fraction acceleration <= 70 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90122,Fraction acceleration <= 75 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90123,Fraction acceleration <= 80 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90124,Fraction acceleration <= 85 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90125,Fraction acceleration <= 90 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90126,Fraction acceleration <= 95 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90127,Fraction acceleration <= 100 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90128,Fraction acceleration <= 125 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90129,Fraction acceleration <= 150 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90130,Fraction acceleration <= 175 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90131,Fraction acceleration <= 200 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90132,Fraction acceleration <= 225 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90133,Fraction acceleration <= 250 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90134,Fraction acceleration <= 275 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90135,Fraction acceleration <= 300 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90136,Fraction acceleration <= 325 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90137,Fraction acceleration <= 350 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90138,Fraction acceleration <= 375 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90139,Fraction acceleration <= 400 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90140,Fraction acceleration <= 425 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90141,Fraction acceleration <= 450 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90142,Fraction acceleration <= 475 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90143,Fraction acceleration <= 500 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90144,Fraction acceleration <= 600 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90145,Fraction acceleration <= 700 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90146,Fraction acceleration <= 800 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90147,Fraction acceleration <= 900 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90148,Fraction acceleration <= 1000 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90149,Fraction acceleration <= 1100 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90150,Fraction acceleration <= 1200 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90151,Fraction acceleration <= 1300 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90152,Fraction acceleration <= 1400 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90153,Fraction acceleration <= 1500 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90154,Fraction acceleration <= 1600 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90155,Fraction acceleration <= 1700 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90156,Fraction acceleration <= 1800 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90157,Fraction acceleration <= 1900 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1010,90158,Fraction acceleration <= 2000 milli-gravities,Additional exposures > Physical activity measurement > Acceleration intensity distribution
Physical activity measurement,1013,90187,Total data readings,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90188,Sample rate average,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90189,Sample rate standard deviation,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90190,Sample rate minimum,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90191,Sample rate maximum,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90192,Temperature average,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90193,Temperature standard deviation,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90194,Temperature minimum,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Physical activity measurement,1013,90195,Temperature maximum,Additional exposures > Physical activity measurement > Raw accelerometer statistics
Diet by 24-hour recall,100108,104900,Time spent doing vigorous physical activity,Online follow-up > Diet by 24-hour recall > Physical activity yesterday
Diet by 24-hour recall,100108,104910,Time spent doing moderate physical activity,Online follow-up > Diet by 24-hour recall > Physical activity yesterday
Diet by 24-hour recall,100108,104920,Time spent doing light physical activity,Online follow-up > Diet by 24-hour recall > Physical activity yesterday
Physical measures,101,12291,Carotid ultrasound measuring method,Assessment centre > Physical measures > Carotid ultrasound
Physical measures,104,12323,12-lead ECG measuring method,"Assessment centre > Physical measures > ECG at rest, 12-lead"
Cognitive function online,118,20165,FI1 : numeric addition test,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20169,FI3 : word interpolation,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20171,FI4 : positional arithmetic,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20173,FI5 : family relationship calculation,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20175,FI6 : conditional arithmetic,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20177,FI7 : synonym,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20179,FI8 : chained arithmetic,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20181,FI9 : concept interpolation,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20183,FI10 : arithmetic sequence recognition,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20185,FI11 : antonym,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20187,FI12 : square sequence recognition,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,118,20189,FI13 : subset inclusion logic,Online follow-up > Cognitive function online > Fluid intelligence / reasoning
Cognitive function online,121,20246,Trail making completion status,Online follow-up > Cognitive function online > Trail making
Physical measures,100020,20255,Spirometry QC measure,Assessment centre > Physical measures > Spirometry
Mental health,138,20536,Weight change during worst episode of depression,Online follow-up > Mental health > Depression
Physical measures,100010,21,Weight method,Assessment centre > Physical measures > Anthropometry > Body size measures
Physical measures,100011,4081,Method of measuring blood pressure,Assessment centre > Physical measures > Blood pressure
Physical measures,100018,4092,Heel ultrasound method (left),Assessment centre > Physical measures > Bone-densitometry of heel
Physical measures,100018,4095,Heel ultrasound method (right),Assessment centre > Physical measures > Bone-densitometry of heel
Physical measures,100049,4849,Hearing test done,Assessment centre > Physical measures > Hearing test
Physical measures,100012,6019,ECG/bike method for fitness test,Assessment centre > Physical measures > ECG during exercise
Physical measures,100012,6020,Completion status of test,Assessment centre > Physical measures > ECG during exercise
Touchscreen,100054,6162,Types of transport used (excluding work): Car/motor vehicle,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6162,Types of transport used (excluding work),Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6162,Types of transport used (excluding work): Walk,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6162,Types of transport used (excluding work): Public transport,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6162,Types of transport used (excluding work): Cycle,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport),Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,Types of physical activity in last 4 weeks,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,"Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)",Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,Types of physical activity in last 4 weeks: Strenuous sports,Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,"Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)",Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Touchscreen,100054,6164,"Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)",Assessment centre > Touchscreen > Lifestyle and environment > Physical activity
Physical activity measurement,1011,90026,First weekday of wear,Additional exposures > Physical activity measurement > Accelerometer wear time duration
Illnesses of father,100034,20107,Illnesses of father,Assessment centre > Touchscreen > Family history
Illnesses of mother,100034,20110,Illnesses of mother,Assessment centre > Touchscreen > Family history
Illnesses of siblings,100034,20111,Illnesses of siblings,Assessment centre > Touchscreen > Family history
Illnesses of adopted father,100034,20112,Illnesses of adopted father,Assessment centre > Touchscreen > Family history
