Category,Phecode,ICD10,Description
ICD10 Diseases of the circulatory system,450,I972,Noninfectious disorders of lymphatic channels
ICD10 Diseases of the circulatory system,451,I80,Phlebitis and thrombophlebitis
ICD10 Diseases of the circulatory system,451,I809,Phlebitis and thrombophlebitis
ICD10 Diseases of the circulatory system,451,I808,Phlebitis and thrombophlebitis
ICD10 Diseases of the circulatory system,451.2,I801,Phlebitis and thrombophlebitis of lower extremities
ICD10 Diseases of the circulatory system,451.2,I802,Phlebitis and thrombophlebitis of lower extremities
ICD10 Diseases of the circulatory system,451.2,I800,Phlebitis and thrombophlebitis of lower extremities
ICD10 Diseases of the circulatory system,451.2,I803,Phlebitis and thrombophlebitis of lower extremities
ICD10 Diseases of the circulatory system,452,I821,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I82,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I823,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I822,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I828,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I81,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I820,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,452,I829,Other venous embolism and thrombosis
ICD10 Diseases of the circulatory system,454,I860,Varicose veins
ICD10 Diseases of the circulatory system,454,I86,Varicose veins
ICD10 Diseases of the circulatory system,454,I861,Varicose veins
ICD10 Diseases of the circulatory system,454,I863,Varicose veins
ICD10 Diseases of the circulatory system,454,I864,Varicose veins
ICD10 Diseases of the circulatory system,454,I862,Varicose veins
ICD10 Diseases of the circulatory system,454,I868,Varicose veins
ICD10 Diseases of the circulatory system,454.1,I839,Varicose veins of lower extremity
ICD10 Diseases of the circulatory system,454.1,I83,Varicose veins of lower extremity
ICD10 Diseases of the circulatory system,454.11,I831,"Varicose veins of lower extremity, symptomtic"
ICD10 Diseases of the circulatory system,454.11,I832,"Varicose veins of lower extremity, symptomtic"
ICD10 Diseases of the circulatory system,454.11,I830,"Varicose veins of lower extremity, symptomtic"
ICD10 Diseases of the circulatory system,455,I842,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I847,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I841,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I843,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I840,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I84,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I844,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I849,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I845,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I846,Hemorrhoids
ICD10 Diseases of the circulatory system,455,I848,Hemorrhoids
ICD10 Diseases of the circulatory system,456,I872,Chronic venous insufficiency 
ICD10 Diseases of the circulatory system,458.1,I951,Orthostatic hypotension
ICD10 Diseases of the circulatory system,458.2,I952,Iatrogenic hypotension
ICD10 Diseases of the circulatory system,458.9,I95,Hypotension NOS
ICD10 Diseases of the circulatory system,458.9,I959,Hypotension NOS
ICD10 Diseases of the circulatory system,458.9,I950,Hypotension NOS
ICD10 Diseases of the circulatory system,458.9,I958,Hypotension NOS
ICD10 Diseases of the circulatory system,459,I871,Other disorders of circulatory system
ICD10 Diseases of the circulatory system,459.9,I971,Circulatory disease NEC
ICD10 Diseases of the circulatory system,459.9,I600,Circulatory disease NEC
ICD10 Diseases of the circulatory system,459.9,I878,Circulatory disease NEC
ICD10 Diseases of the circulatory system,459.9,I879,Circulatory disease NEC
ICD10 Diseases of the circulatory system,459.9,I99,Circulatory disease NEC
ICD10 Diseases of the respiratory system,464,J014,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J010,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J012,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J01,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J011,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J018,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J019,Acute sinusitis
ICD10 Diseases of the respiratory system,464,J013,Acute sinusitis
ICD10 Diseases of the respiratory system,465,J020,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J060,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J051,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J030,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J06,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J069,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,A360,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J00,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,A361,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,A362,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465,J068,Acute upper respiratory infections of multiple or unspecified sites
ICD10 Diseases of the respiratory system,465.2,J028,Acute pharyngitis
ICD10 Diseases of the respiratory system,465.2,J029,Acute pharyngitis
ICD10 Diseases of the respiratory system,465.2,J02,Acute pharyngitis
ICD10 Diseases of the respiratory system,465.4,J040,Acute laryngitis and tracheitis
ICD10 Diseases of the respiratory system,465.4,J041,Acute laryngitis and tracheitis
ICD10 Diseases of the respiratory system,465.4,J04,Acute laryngitis and tracheitis
ICD10 Diseases of the respiratory system,465.4,J042,Acute laryngitis and tracheitis
ICD10 Diseases of the respiratory system,470,J343,Septal Deviations/Turbinate Hypertrophy
ICD10 Diseases of the respiratory system,470,J342,Septal Deviations/Turbinate Hypertrophy
ICD10 Diseases of the respiratory system,471,J33,Nasal polyps
ICD10 Diseases of the respiratory system,471,J339,Nasal polyps
ICD10 Diseases of the respiratory system,471,J331,Nasal polyps
ICD10 Diseases of the respiratory system,471,J330,Nasal polyps
ICD10 Diseases of the respiratory system,471,J338,Nasal polyps
ICD10 Diseases of the respiratory system,472,J310,Chronic pharyngitis and nasopharyngitis
ICD10 Diseases of the respiratory system,472,J31,Chronic pharyngitis and nasopharyngitis
ICD10 Diseases of the respiratory system,472,J312,Chronic pharyngitis and nasopharyngitis
ICD10 Diseases of the respiratory system,472,J311,Chronic pharyngitis and nasopharyngitis
ICD10 Diseases of the respiratory system,473,J387,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473,J386,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473,J384,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473,J383,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473,J382,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473,J381,Diseases of the larynx and vocal cords
ICD10 Diseases of the respiratory system,473.1,J371,Chronic laryngitis
ICD10 Diseases of the respiratory system,473.1,J37,Chronic laryngitis
ICD10 Diseases of the respiratory system,473.1,J370,Chronic laryngitis
ICD10 Diseases of the respiratory system,473.3,J380,Paralysis/spasm of vocal cords or larynx
ICD10 Diseases of the respiratory system,473.3,J385,Paralysis/spasm of vocal cords or larynx
ICD10 Diseases of the respiratory system,474,J36,Acute and chronic tonsillitis
ICD10 Diseases of the respiratory system,474.1,J03,Acute tonsillitis
ICD10 Diseases of the respiratory system,474.1,J038,Acute tonsillitis
ICD10 Diseases of the respiratory system,474.1,J039,Acute tonsillitis
ICD10 Diseases of the respiratory system,474.2,J350,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J358,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J35,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J351,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J353,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J352,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,474.2,J359,Chronic tonsillitis and adenoiditis
ICD10 Diseases of the respiratory system,475,J323,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J328,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J32,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J324,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J329,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J320,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J321,Chronic sinusitis
ICD10 Diseases of the respiratory system,475,J322,Chronic sinusitis
ICD10 Diseases of the respiratory system,476,J300,Allergic rhinitis
ICD10 Diseases of the respiratory system,476,J304,Allergic rhinitis
ICD10 Diseases of the respiratory system,476,J303,Allergic rhinitis
ICD10 Diseases of the respiratory system,476,J30,Allergic rhinitis
ICD10 Diseases of the respiratory system,476,J301,Allergic rhinitis
ICD10 Diseases of the respiratory system,476,J302,Allergic rhinitis
ICD10 Diseases of the respiratory system,479,J398,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J980,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J399,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J393,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J348,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J340,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J985,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J341,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J390,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J392,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J39,Other upper respiratory disease
ICD10 Diseases of the respiratory system,479,J391,Other upper respiratory disease
ICD10 Diseases of the respiratory system,480,J168,Pneumonia
ICD10 Diseases of the respiratory system,480,J100,Pneumonia
ICD10 Diseases of the respiratory system,480,B583,Pneumonia
ICD10 Diseases of the respiratory system,480,J110,Pneumonia
ICD10 Diseases of the respiratory system,480,J18,Pneumonia
ICD10 Diseases of the respiratory system,480,J172,Pneumonia
ICD10 Diseases of the respiratory system,480,J189,Pneumonia
ICD10 Diseases of the respiratory system,480,J188,Pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J160,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A310,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A430,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A212,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A481,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,B960,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A78,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A420,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,B961,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J157,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A221,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J14,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,A202,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J152,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J155,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J158,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J159,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J154,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J156,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J153,Bacterial pneumonia
ICD10 Certain infectious and parasitic diseases,480.1,J150,Bacterial pneumonia
ICD10 Diseases of the respiratory system,480.11,J181,Pneumococcal pneumonia
ICD10 Diseases of the respiratory system,480.11,J13,Pneumococcal pneumonia
ICD10 Diseases of the respiratory system,480.12,J151,Pseudomonal pneumonia
ICD10 Diseases of the respiratory system,480.2,J128,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,B250,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,J121,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,B012,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,J120,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,J129,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,B052,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,J122,Viral pneumonia
ICD10 Diseases of the respiratory system,480.2,J12,Viral pneumonia
ICD10 Certain infectious and parasitic diseases,480.3,B206,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B380,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B382,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B440,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B371,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B381,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,B59,Pneumonia due to fungus 
ICD10 Certain infectious and parasitic diseases,480.3,J17,Pneumonia due to fungus 
ICD10 Diseases of the respiratory system,480.5,J852,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,480.5,J851,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,480.5,J853,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,480.5,J85,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,480.5,J850,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,480.5,J180,Bronchopneumonia and lung abscess
ICD10 Diseases of the respiratory system,481,J110,Influenza
ICD10 Diseases of the respiratory system,481,J100,Influenza
ICD10 Diseases of the respiratory system,481,J118,Influenza
ICD10 Diseases of the respiratory system,481,J108,Influenza
ICD10 Diseases of the respiratory system,481,J111,Influenza
ICD10 Diseases of the respiratory system,481,J101,Influenza
ICD10 Diseases of the respiratory system,483,J205,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J203,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J20,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J206,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J210,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J201,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J204,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J218,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J208,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J219,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J209,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J050,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,483,J21,Acute bronchitis and bronchiolitis
ICD10 Diseases of the respiratory system,495,J45,Asthma
ICD10 Diseases of the respiratory system,495,J458,Asthma
ICD10 Diseases of the respiratory system,495,J451,Asthma
ICD10 Diseases of the respiratory system,495,J450,Asthma
ICD10 Diseases of the respiratory system,495,J459,Asthma
ICD10 Diseases of the respiratory system,495.2,J46,Asthma with exacerbation
ICD10 Diseases of the respiratory system,496,J449,Chronic airway obstruction
ICD10 Diseases of the respiratory system,496,J448,Chronic airway obstruction
ICD10 Diseases of the respiratory system,496.1,J438,Emphysema
ICD10 Diseases of the respiratory system,496.1,J432,Emphysema
ICD10 Diseases of the respiratory system,496.1,J43,Emphysema
ICD10 Diseases of the respiratory system,496.1,J431,Emphysema
ICD10 Diseases of the respiratory system,496.1,J439,Emphysema
ICD10 Diseases of the respiratory system,496.1,J430,Emphysema
ICD10 Diseases of the respiratory system,496.2,J41,Chronic bronchitis
ICD10 Diseases of the respiratory system,496.2,J418,Chronic bronchitis
ICD10 Diseases of the respiratory system,496.2,J410,Chronic bronchitis
ICD10 Diseases of the respiratory system,496.2,J411,Chronic bronchitis
ICD10 Diseases of the respiratory system,496.2,J42,Chronic bronchitis
ICD10 Diseases of the respiratory system,496.21,J441,Obstructive chronic bronchitis
ICD10 Diseases of the respiratory system,496.21,J44,Obstructive chronic bronchitis
ICD10 Diseases of the respiratory system,496.21,J440,Obstructive chronic bronchitis
ICD10 Diseases of the respiratory system,496.3,J47,Bronchiectasis
ICD10 Diseases of the respiratory system,497,J40,Bronchitis
ICD10 Diseases of the respiratory system,500,J700,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J708,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J70,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J68,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J689,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J691,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J683,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J709,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J698,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J684,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J682,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J688,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J704,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J703,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J681,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J701,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J702,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500,J680,Lung disease due to external agents
ICD10 Diseases of the respiratory system,500.1,J662,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J673,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J679,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J672,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J674,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J671,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J661,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J66,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J67,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J670,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J675,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J677,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J660,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J678,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J668,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.1,J676,Extrinsic allergic alveolitis
ICD10 Diseases of the respiratory system,500.2,J64,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J638,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J631,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J630,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J635,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J60,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J633,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J634,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J61,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J65,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J632,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J620,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J628,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J63,Pneumoconiosis
ICD10 Diseases of the respiratory system,500.2,J62,Pneumoconiosis
ICD10 Diseases of the respiratory system,501,J690,Pneumonitis due to inhalation of food or vomitus
ICD10 Diseases of the respiratory system,502,J848,Postinflammatory pulmonary fibrosis
ICD10 Diseases of the respiratory system,502,J841,Postinflammatory pulmonary fibrosis
ICD10 Diseases of the respiratory system,503,J81,Pulmonary congestion and hypostasis
ICD10 Diseases of the respiratory system,503,J182,Pulmonary congestion and hypostasis
ICD10 Diseases of the respiratory system,504,J848,Other alveolar and parietoalveolar pneumonopathy
ICD10 Diseases of the respiratory system,504,B221,Other alveolar and parietoalveolar pneumonopathy
ICD10 Diseases of the respiratory system,504,J840,Other alveolar and parietoalveolar pneumonopathy
ICD10 Diseases of the respiratory system,504,J849,Other alveolar and parietoalveolar pneumonopathy
ICD10 Diseases of the respiratory system,505,J82,Other pulmonary inflamation or edema
ICD10 Diseases of the respiratory system,506,J93,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J931,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J930,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J939,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J860,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J86,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J869,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,506,J938,Empyema and pneumothorax
ICD10 Diseases of the respiratory system,507,J948,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J929,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J94,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J92,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J920,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J91,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J940,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J90,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J949,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J942,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,507,J941,Pleurisy; pleural effusion
ICD10 Diseases of the respiratory system,508,J983,Pulmonary collapse; interstitial and compensatory emphysema
ICD10 Diseases of the respiratory system,508,J981,Pulmonary collapse; interstitial and compensatory emphysema
ICD10 Diseases of the respiratory system,508,J982,Pulmonary collapse; interstitial and compensatory emphysema
ICD10 Diseases of the respiratory system,509.1,J960,Respiratory failure
ICD10 Diseases of the respiratory system,509.1,J969,Respiratory failure
ICD10 Diseases of the respiratory system,509.1,J961,Respiratory failure
ICD10 Diseases of the respiratory system,509.2,J969,Respiratory insufficiency
ICD10 Diseases of the respiratory system,509.2,J80,Respiratory insufficiency
ICD10 Diseases of the respiratory system,510,J99,Other diseases of lung
ICD10 Diseases of the respiratory system,510,J984,Other diseases of lung
"ICD10 Endocrine, nutritional and metabolic diseases",513.3,E67,Hypoventilation
"ICD10 Endocrine, nutritional and metabolic diseases",513.3,E662,Hypoventilation
ICD10 Diseases of the respiratory system,513.8,J986,Disorders of diaphragm
ICD10 Diseases of the respiratory system,519,J989,"Other diseases of respiratory system, not elsewhere classified"
ICD10 Diseases of the respiratory system,519.2,J954,Respiratory complications
ICD10 Diseases of the respiratory system,519.2,J955,Respiratory complications
ICD10 Diseases of the respiratory system,519.2,J959,Respiratory complications
ICD10 Diseases of the respiratory system,519.2,J958,Respiratory complications
ICD10 Diseases of the digestive system,520.2,K01,Disturbances in tooth eruption
ICD10 Diseases of the digestive system,520.2,K010,Disturbances in tooth eruption
ICD10 Diseases of the digestive system,520.2,K011,Disturbances in tooth eruption
ICD10 Diseases of the digestive system,520.2,K006,Disturbances in tooth eruption
ICD10 Diseases of the digestive system,521.1,K02,Dental caries
ICD10 Diseases of the digestive system,521.1,K020,Dental caries
ICD10 Diseases of the digestive system,521.1,K028,Dental caries
ICD10 Diseases of the digestive system,521.1,K021,Dental caries
ICD10 Diseases of the digestive system,521.1,K023,Dental caries
ICD10 Diseases of the digestive system,521.1,K029,Dental caries
ICD10 Diseases of the digestive system,521.1,K024,Dental caries
ICD10 Diseases of the digestive system,521.1,K022,Dental caries
ICD10 Diseases of the digestive system,522,K049,Diseases of pulp and periapical tissues
ICD10 Diseases of the digestive system,522,K043,Diseases of pulp and periapical tissues
ICD10 Diseases of the digestive system,522,K04,Diseases of pulp and periapical tissues
ICD10 Diseases of the digestive system,522,K048,Diseases of pulp and periapical tissues
ICD10 Diseases of the digestive system,522.1,K040,Pulpitis and necrosis of tooth pulp
ICD10 Diseases of the digestive system,522.1,K041,Pulpitis and necrosis of tooth pulp
ICD10 Diseases of the digestive system,522.1,K042,Pulpitis and necrosis of tooth pulp
ICD10 Diseases of the digestive system,522.5,K047,Periapical abscess
ICD10 Diseases of the digestive system,522.5,K046,Periapical abscess
ICD10 Diseases of the digestive system,523,K061,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K062,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K068,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K069,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K055,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K036,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523,K056,Gingival and periodontal diseases
ICD10 Diseases of the digestive system,523.1,K051,Gingivitis
ICD10 Diseases of the digestive system,523.1,K050,Gingivitis
ICD10 Diseases of the digestive system,523.1,K060,Gingivitis
ICD10 Diseases of the digestive system,523.31,K044,Acute periodontitis
ICD10 Diseases of the digestive system,523.31,K052,Acute periodontitis
ICD10 Diseases of the digestive system,523.32,K045,Chronic periodontitis
ICD10 Diseases of the digestive system,523.32,K053,Chronic periodontitis
ICD10 Diseases of the digestive system,524.3,K073,Anomalies of tooth position/malocclusion
ICD10 Diseases of the digestive system,524.3,K074,Anomalies of tooth position/malocclusion
ICD10 Diseases of the digestive system,524.3,K072,Anomalies of tooth position/malocclusion
ICD10 Diseases of the digestive system,526.1,K091,Cysts of the jaws
ICD10 Diseases of the digestive system,526.1,K092,Cysts of the jaws
ICD10 Diseases of the digestive system,526.1,K090,Cysts of the jaws
ICD10 Diseases of the digestive system,526.41,K076,"Temporomandibular joint disorder, unspecified"
ICD10 Diseases of the digestive system,526.5,K103,Inflammatory conditions of jaw
ICD10 Diseases of the digestive system,526.5,K102,Inflammatory conditions of jaw
ICD10 Diseases of the digestive system,526.9,K109,Jaw disease NOS
ICD10 Diseases of the digestive system,526.9,K108,Jaw disease NOS
ICD10 Diseases of the digestive system,526.9,K100,Jaw disease NOS
ICD10 Diseases of the digestive system,527,K11,Diseases of the salivary glands
ICD10 Diseases of the digestive system,527,K110,Diseases of the salivary glands
ICD10 Diseases of the digestive system,527,K119,Diseases of the salivary glands
ICD10 Diseases of the digestive system,527,K114,Diseases of the salivary glands
ICD10 Diseases of the digestive system,527.1,K111,Hypertrophy of salivary gland
ICD10 Diseases of the digestive system,527.2,K112,Sialoadenitis
ICD10 Diseases of the digestive system,527.7,K117,Disturbance of salivary secretion
ICD10 Diseases of the digestive system,527.8,K118,Other specified diseases of the salivary glands
ICD10 Diseases of the digestive system,528,K135,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
ICD10 Diseases of the digestive system,528,K131,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
ICD10 Diseases of the digestive system,528,K134,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
ICD10 Diseases of the digestive system,528,K136,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
ICD10 Diseases of the digestive system,528,A690,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
